,Efficiency,Efficiency,RMS_Jerk,RMS_Jerk,Max_Vel,Max_Vel
,mean,std,mean,std,mean,std
FMA,,,,,,
16,0.056178064190608834,0.049865880292701,9225.085774457815,1191.8840033588815,9.417195650626311,4.435862347217519
17,0.02732389233286488,0.03186976401190926,3364284.70370754,4344023.696398133,3350.302156189875,4836.763820258307
18,0.022028813326063126,0.02592567329799971,3932303.675638064,3467169.9624247216,3773.2588696518933,3729.188947284577
19,0.016591996323768628,0.019895590384881895,2137639.4579809057,2953658.0291919946,2106.387535062653,2987.656573025946
20,0.01628959012451432,0.01816073614056088,2965003.943159672,2242301.957477831,3690.530880022486,2297.0469515122427
21,0.015931631876546677,0.017903343039271432,3431443.361437705,1851279.769023705,4340.79355807893,1551.3847259067645
22,0.015747210587133024,0.01765828013217636,3383138.739452584,1821358.8037406988,4286.742303237903,1503.9180573219362
23,0.015553481649906114,0.01739714077415781,3304538.066330654,1773422.6742057467,4215.202407167789,1459.4280994932449
24,0.015348651987928265,0.01711689164760985,3244597.67648823,1735575.168945517,4154.230050757314,1413.4651823535564
25,0.015132031795114435,0.01682533705646762,3199852.121824714,1703425.0877232032,4102.352517344296,1366.0456303789065
26,0.014914096127486795,0.016516447483168963,3129704.797561073,1659917.7485062743,4035.2721995508655,1321.70681217335
27,0.01468798844076482,0.016190466366021346,3073346.709832286,1621909.1158262542,3976.2607386066716,1277.1956880678606
28,0.01445787830568729,0.015856652810281372,3017395.3995963777,1583888.8791571206,3917.7721517549967,1233.2294072451423
29,0.01422653335441422,0.015509333651161162,2961458.654159484,1545066.2452888202,3859.7344251660475,1190.1051145266294
30,0.013990482943814442,0.01515112597468074,2906692.56792283,1505405.0343453053,3803.670513081785,1147.777538799553
31,0.013757993322785876,0.014784360862800093,2852018.801123766,1465449.9891568068,3748.557779119148,1106.4011267525746
32,0.01351865258613494,0.014408960187080056,2810051.5279874806,1426832.2497526063,3704.188884543995,1064.534567667333
33,0.01327521142945288,0.013982772264439131,2746826.9136077804,1391904.8350689325,3650.540604775823,1023.0756259901241
34,0.013059850460845937,0.01363948227401149,2693800.8380991076,1341706.98791237,3596.1010754087038,981.0145603974918
35,0.012832401014191502,0.01324793011900949,2643930.8513200274,1300200.2399339702,3549.0752734119797,940.9663998631265
36,0.012608822099878944,0.012853512282341708,2595183.0550383083,1258692.678175768,3508.347001307709,899.3097572825548
37,0.0123893308603008,0.012456712551502906,2547884.183626476,1216753.4943775134,3469.4611546406454,858.9788297611684
38,0.012174933613198597,0.012060492970242535,2502245.6164925885,1175160.1248679794,3436.1308549556693,815.7310787981842
39,0.011964836293915803,0.011667627252574381,2458024.6662689145,1133977.0412115008,3405.6158100451994,774.6715967284529
40,0.011759851125254671,0.011277710118707148,2415597.6213714844,1093312.7590033861,3379.094336350849,736.5107133144149
41,0.011560940691933605,0.010894124311146293,2374840.241156746,1053200.6991638117,3355.862204167534,701.3394190502428
42,0.011365709318425218,0.01051877668601595,2336956.914100693,1014010.6115110059,3335.0883575971643,669.7572935847659
43,0.0111764558872343,0.010152517032910854,2301100.898926724,976254.6712295628,3316.310528651687,642.0379346161997
44,0.010994514427825036,0.009796897901042023,2267442.5102365813,939552.878559646,3302.073044517647,615.354148220334
45,0.010816599881036643,0.00945155363064096,2235559.472797804,901905.0681188563,3295.3345424811682,587.039943748436
46,0.010644539041395977,0.009120620464704998,2205743.98512133,866046.2509248494,3295.1653804001435,555.7133648117247
47,0.010480119181790313,0.008804754052122546,2178659.5259226384,833223.7927181788,3298.1590868221265,527.7335505013472
48,0.010325643209949588,0.008503621627158309,2154700.5170480367,803847.6740320394,3309.27373733806,504.5952136394796
49,0.010178867415252887,0.00822026459598455,2134046.056720334,777133.3334802123,3328.114536455629,481.0727262150601
50,0.010043167823066891,0.00795600151632307,2116358.2013119557,753282.1084895366,3350.22881744045,461.3908659385551
51,0.00991724985979886,0.007712301590648597,2101632.38024255,731983.9772646738,3373.7651991528223,447.65190202769446
52,0.009803372491123367,0.007492752948598762,2089501.6077388327,713264.9816408777,3399.4722515933377,439.7371282380036
53,0.009701097389765814,0.0072982201989869495,2080473.3235738948,697790.8403238497,3429.602249371775,436.56888685750255
54,0.009610338240528685,0.007129245576783065,2074775.548427359,685313.8850236463,3462.8222187644756,437.9404869428351
55,0.0095326840753023,0.00698701811048123,2072653.5006077632,676381.9251247033,3502.3053459434946,439.91214888155935
56,0.009470095182645447,0.006871111811835677,2074389.593957708,671622.5664632745,3548.461308212251,437.602474687451
57,0.009422921058848855,0.006780925972778702,2080340.545815467,670881.5525758843,3598.7882147584896,436.4999572791258
58,0.009393332212831057,0.006713994039597772,2090644.1835946946,673249.8319140351,3653.205665926777,434.56040933119374
59,0.0093817497728257,0.006667196514566673,2104981.1485294434,678447.1031108062,3711.607234784344,433.9021685872248
60,0.009390485713093605,0.0066386897759980025,2122937.0200412637,685416.7440614471,3770.9141244791085,434.82814676393673
61,0.009419495864190336,0.006625116150964532,2143830.9102102513,693659.2732645362,3831.8033215423093,435.5145575649838
62,0.00946979565867198,0.006624361632329949,2167901.476157151,703038.9001380991,3895.7504890359396,436.3137424590496
63,0.009540792546801315,0.006634230963829418,2195463.688913387,713175.5779239517,3961.4686320212627,438.00954415234116
64,0.009630949981319156,0.006653579092058069,2226293.956883745,722978.8246737263,4027.7054169696803,441.1837396575777
65,0.0097379260268328,0.0066815974507139116,2260596.5872868225,732126.0018814427,4094.164016079576,445.77772195787526
66,0.007672260699059891,0.0047522848168016826,2102.334347342471,549.8961887590666,4.084829453395136,0.43865204983427
